"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","condition","participant","rt","response","stimulus","nameability","correct_category","correct"
"true","false","[]","[]","[]","preload","0","2.1.0","141","pr3hx21dl67","hard2","9252","","","","","",""
"true","","","","","fullscreen","1","2.1.0","2478","pr3hx21dl67","hard2","9252","1333","","","","",""
"","","","","","survey-text","2","2.1.0","6030","pr3hx21dl67","hard2","9252","3547","{""participant_id"":""9252""}","","","",""
"","","","","","html-keyboard-response","3","2.1.0","17813","pr3hx21dl67","hard2","9252","11781"," ","
     <p> Welcome to the experiment! </p>

     <p> In this experiment, you will see a series of images. </p>
     <p> Your task is to categorize each image into one of two categories (A and B) as quickly and accurately as possible. </p>
     <p> You will receive feedback after each response. If you get the category wrong, you will be asked to choose the category again</p>
   ","","",""
"","","","","","html-keyboard-response","4","2.1.0","18315","pr3hx21dl67","hard2","9252","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","5","2.1.0","18818","pr3hx21dl67","hard2","9252","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","6","2.1.0","26446","pr3hx21dl67","hard2","9252","5622","a","stimuli/experiment1a/low_A_000.png","low","B","false"
"","","","","","html-keyboard-response","7","2.1.0","26949","pr3hx21dl67","hard2","9252","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","8","2.1.0","30669","pr3hx21dl67","hard2","9252","1716","b","stimuli/experiment1a/low_A_000.png","low","B","true"
"","","","","","html-keyboard-response","9","2.1.0","31173","pr3hx21dl67","hard2","9252","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","10","2.1.0","31675","pr3hx21dl67","hard2","9252","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","11","2.1.0","34791","pr3hx21dl67","hard2","9252","1113","a","stimuli/experiment1a/low_B_101.png","low","A","true"
