"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","condition","participant","rt","response","stimulus","nameability","correct_category","correct"
"true","false","[]","[]","[]","preload","0","2.1.0","40","pwoevw6oxs6","hard","whale","","","","","",""
"true","","","","","fullscreen","1","2.1.0","2413","pwoevw6oxs6","hard","whale","1360","","","","",""
"","","","","","survey-text","2","2.1.0","3861","pwoevw6oxs6","hard","whale","1443","{""participant_id"":""whale""}","","","",""
"","","","","","html-keyboard-response","3","2.1.0","4515","pwoevw6oxs6","hard","whale","652"," ","
     <p> Welcome to the experiment! </p>

     <p> In this experiment, you will see a series of images. </p>
     <p> Your task is to categorize each image into one of two categories (A and B) as quickly and accurately as possible. </p>
     <p> You will receive feedback after each response. If you get the category wrong, you will be asked to choose the category again</p>
   ","","",""
"","","","","","html-keyboard-response","4","2.1.0","5032","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","5","2.1.0","5547","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","6","2.1.0","9658","pwoevw6oxs6","hard","whale","2101","a","stimuli/experiment1a/low_B_101.png","low","B","false"
"","","","","","html-keyboard-response","7","2.1.0","10173","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","8","2.1.0","14597","pwoevw6oxs6","hard","whale","2406","b","stimuli/experiment1a/low_B_101.png","low","B","true"
"","","","","","html-keyboard-response","9","2.1.0","15115","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","10","2.1.0","15619","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","11","2.1.0","18781","pwoevw6oxs6","hard","whale","1155","b","stimuli/experiment1a/low_A_010.png","low","A","false"
"","","","","","html-keyboard-response","12","2.1.0","19283","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","13","2.1.0","23223","pwoevw6oxs6","hard","whale","1919","a","stimuli/experiment1a/low_A_010.png","low","A","true"
"","","","","","html-keyboard-response","14","2.1.0","23738","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","15","2.1.0","24253","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","16","2.1.0","29510","pwoevw6oxs6","hard","whale","3244","b","stimuli/experiment1a/low_A_000.png","low","A","false"
"","","","","","html-keyboard-response","17","2.1.0","30024","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","18","2.1.0","33389","pwoevw6oxs6","hard","whale","1354","b","stimuli/experiment1a/low_A_000.png","low","A","false"
"","","","","","html-keyboard-response","19","2.1.0","33892","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","20","2.1.0","36689","pwoevw6oxs6","hard","whale","789","a","stimuli/experiment1a/low_A_000.png","low","A","true"
"","","","","","html-keyboard-response","21","2.1.0","37191","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","22","2.1.0","37692","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","23","2.1.0","40820","pwoevw6oxs6","hard","whale","1116","b","stimuli/experiment1a/low_A_001.png","low","A","false"
"","","","","","html-keyboard-response","24","2.1.0","41322","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","25","2.1.0","43833","pwoevw6oxs6","hard","whale","501","a","stimuli/experiment1a/low_A_001.png","low","A","true"
"","","","","","html-keyboard-response","26","2.1.0","44345","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","27","2.1.0","44861","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","28","2.1.0","51958","pwoevw6oxs6","hard","whale","5092","b","stimuli/experiment1a/low_B_110.png","low","B","true"
"","","","","","html-keyboard-response","29","2.1.0","52468","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","30","2.1.0","52972","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","31","2.1.0","58281","pwoevw6oxs6","hard","whale","3299","b","stimuli/experiment1a/low_A_000.png","low","A","false"
"","","","","","html-keyboard-response","32","2.1.0","58786","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","33","2.1.0","61077","pwoevw6oxs6","hard","whale","281","a","stimuli/experiment1a/low_A_000.png","low","A","true"
"","","","","","html-keyboard-response","34","2.1.0","61583","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","35","2.1.0","62086","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","36","2.1.0","65210","pwoevw6oxs6","hard","whale","1111","b","stimuli/experiment1a/low_B_111.png","low","B","true"
"","","","","","html-keyboard-response","37","2.1.0","65715","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","38","2.1.0","66220","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","39","2.1.0","69123","pwoevw6oxs6","hard","whale","886","b","stimuli/experiment1a/low_B_111.png","low","B","true"
"","","","","","image-keyboard-response","40","null","70765","pwoevw6oxs6","hard","whale","1637","q","stimuli/experiment_check.webp","","",""
"","","","","","html-keyboard-response","41","2.1.0","72769","pwoevw6oxs6","hard","whale","null","null","<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>","","",""
"","","","","","html-keyboard-response","42","2.1.0","72851","pwoevw6oxs6","hard","whale","81"," ","<p><strong>TEST BLOCK 1 FINISHED</strong></p><p>Press any key to continue.</p>","","",""
"","","","","","html-keyboard-response","43","2.1.0","73366","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","44","2.1.0","73882","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","45","2.1.0","77029","pwoevw6oxs6","hard","whale","1137","b","stimuli/experiment1a/low_B_111.png","low","B","true"
"","","","","","html-keyboard-response","46","2.1.0","77531","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","47","2.1.0","78046","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","48","2.1.0","80759","pwoevw6oxs6","hard","whale","709","a","stimuli/experiment1a/low_B_101.png","low","B","false"
"","","","","","html-keyboard-response","49","2.1.0","81261","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","50","2.1.0","83670","pwoevw6oxs6","hard","whale","391","b","stimuli/experiment1a/low_B_101.png","low","B","true"
"","","","","","html-keyboard-response","51","2.1.0","84186","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","52","2.1.0","84703","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","53","2.1.0","88969","pwoevw6oxs6","hard","whale","2261","a","stimuli/experiment1a/low_A_001.png","low","A","true"
"","","","","","html-keyboard-response","54","2.1.0","89485","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","55","2.1.0","89997","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","56","2.1.0","112888","pwoevw6oxs6","hard","whale","20886","b","stimuli/experiment1a/low_A_000.png","low","A","false"
"","","","","","html-keyboard-response","57","2.1.0","113401","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","58","2.1.0","115831","pwoevw6oxs6","hard","whale","417","a","stimuli/experiment1a/low_A_000.png","low","A","true"
"","","","","","html-keyboard-response","59","2.1.0","116347","pwoevw6oxs6","hard","whale","null","null","<div style=""font-size:60px;"">+</div>","","",""
