"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","condition","participant","rt","response","stimulus","nameability","correct_category","correct"
"true","false","[]","[]","[]","preload","0","2.1.0","17","p9pe5p6965s","hard","wombat","","","","","",""
"true","","","","","fullscreen","1","2.1.0","2018","p9pe5p6965s","hard","wombat","998","","","","",""
"","","","","","survey-text","2","2.1.0","4666","p9pe5p6965s","hard","wombat","2644","{""participant_id"":""wombat""}","","","",""
"","","","","","html-keyboard-response","3","2.1.0","12874","p9pe5p6965s","hard","wombat","8207","j","
     <p> Welcome to the experiment! </p>

     <p> In this experiment, you will see a series of images. </p>
     <p> Your task is to categorize each image into one of two categories (A and B) as quickly and accurately as possible. </p>
     <p> You will receive feedback after each response. If you get the category wrong, you will be asked to choose the category again</p>
   ","","",""
"","","","","","html-keyboard-response","4","2.1.0","13376","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","5","2.1.0","13879","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","6","2.1.0","16654","p9pe5p6965s","hard","wombat","771","a","stimuli/experiment1a/low_B_101.png","low","B","false"
"","","","","","html-keyboard-response","7","2.1.0","17156","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","8","2.1.0","20223","p9pe5p6965s","hard","wombat","1062","b","stimuli/experiment1a/low_B_101.png","low","B","true"
"","","","","","html-keyboard-response","9","2.1.0","20728","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","10","2.1.0","21230","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","11","2.1.0","23832","p9pe5p6965s","hard","wombat","598","a","stimuli/experiment1a/low_B_110.png","low","B","false"
"","","","","","html-keyboard-response","12","2.1.0","24335","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","13","2.1.0","26752","p9pe5p6965s","hard","wombat","413","b","stimuli/experiment1a/low_B_110.png","low","B","true"
"","","","","","html-keyboard-response","14","2.1.0","27255","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","15","2.1.0","27757","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","16","2.1.0","30803","p9pe5p6965s","hard","wombat","1042","a","stimuli/experiment1a/low_A_001.png","low","A","true"
"","","","","","html-keyboard-response","17","2.1.0","31307","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","18","2.1.0","31809","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","19","2.1.0","34487","p9pe5p6965s","hard","wombat","674","b","stimuli/experiment1a/low_B_111.png","low","B","true"
"","","","","","html-keyboard-response","20","2.1.0","34990","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","21","2.1.0","35492","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","22","2.1.0","38930","p9pe5p6965s","hard","wombat","1434","a","stimuli/experiment1a/low_A_000.png","low","A","true"
"","","","","","html-keyboard-response","23","2.1.0","39433","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","html-keyboard-response","24","2.1.0","39935","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
"","","","","","categorize-image","25","2.1.0","42611","p9pe5p6965s","hard","wombat","672","b","stimuli/experiment1a/low_A_010.png","low","A","false"
"","","","","","html-keyboard-response","26","2.1.0","43114","p9pe5p6965s","hard","wombat","null","null","<div style=""font-size:60px;"">+</div>","","",""
