success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,participant,rt,response,stimulus,nameability,correct_category,correct,file_name
NA,NA,NA,NA,NA,html-keyboard-response,57,2.1.0,112463,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,58,2.1.0,115365,pmwedmrrl6u,hard,goldfish,899,a,stimuli/experiment1a/low_A_010.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,59,2.1.0,115868,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,60,2.1.0,116370,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,61,2.1.0,118971,pmwedmrrl6u,hard,goldfish,597,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,62,2.1.0,119474,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,63,2.1.0,119976,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,64,2.1.0,122570,pmwedmrrl6u,hard,goldfish,591,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,image-keyboard-response,65,null,123733,pmwedmrrl6u,hard,goldfish,1160,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,66,2.1.0,124427,pmwedmrrl6u,hard,goldfish,693,NA,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,67,2.1.0,124867,pmwedmrrl6u,hard,goldfish,440,a,<p><strong>TEST BLOCK 2 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,68,2.1.0,125369,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,69,2.1.0,125871,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,70,2.1.0,131306,pmwedmrrl6u,hard,goldfish,3431,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,71,2.1.0,131809,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,72,2.1.0,132311,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,73,2.1.0,134812,pmwedmrrl6u,hard,goldfish,497,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,74,2.1.0,135314,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,75,2.1.0,135816,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,76,2.1.0,139629,pmwedmrrl6u,hard,goldfish,1809,b,stimuli/experiment1a/low_B_101.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,77,2.1.0,140131,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,78,2.1.0,140634,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,79,2.1.0,145111,pmwedmrrl6u,hard,goldfish,2473,b,stimuli/experiment1a/low_B_110.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,80,2.1.0,145614,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,81,2.1.0,146116,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,82,2.1.0,148619,pmwedmrrl6u,hard,goldfish,499,a,stimuli/experiment1a/low_A_001.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,83,2.1.0,149121,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,84,2.1.0,149624,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,85,2.1.0,154140,pmwedmrrl6u,hard,goldfish,2513,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,86,2.1.0,154643,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,87,2.1.0,155145,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,88,2.1.0,158457,pmwedmrrl6u,hard,goldfish,1308,b,stimuli/experiment1a/low_A_010.png,low,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,89,2.1.0,158959,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,90,2.1.0,161998,pmwedmrrl6u,hard,goldfish,1036,a,stimuli/experiment1a/low_A_010.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,91,2.1.0,162501,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,92,2.1.0,163002,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,93,2.1.0,165810,pmwedmrrl6u,hard,goldfish,804,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,image-keyboard-response,94,null,166925,pmwedmrrl6u,hard,goldfish,1112,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,95,2.1.0,167679,pmwedmrrl6u,hard,goldfish,752,NA,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,96,2.1.0,168864,pmwedmrrl6u,hard,goldfish,1184,NA,<p><strong>TEST BLOCK 3 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,97,2.1.0,169366,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,98,2.1.0,169868,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,99,2.1.0,172456,pmwedmrrl6u,hard,goldfish,584,a,stimuli/experiment1a/low_A_010.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,100,2.1.0,172958,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,101,2.1.0,173460,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,102,2.1.0,176980,pmwedmrrl6u,hard,goldfish,1517,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,103,2.1.0,177483,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,104,2.1.0,177985,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,105,2.1.0,181246,pmwedmrrl6u,hard,goldfish,1256,b,stimuli/experiment1a/low_B_110.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,106,2.1.0,181748,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,107,2.1.0,182250,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,108,2.1.0,186323,pmwedmrrl6u,hard,goldfish,2069,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,109,2.1.0,186826,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,110,2.1.0,187328,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,111,2.1.0,191665,pmwedmrrl6u,hard,goldfish,2334,b,stimuli/experiment1a/low_B_101.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,112,2.1.0,192168,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,113,2.1.0,192670,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,114,2.1.0,195879,pmwedmrrl6u,hard,goldfish,1206,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,115,2.1.0,196383,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,116,2.1.0,196884,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,117,2.1.0,201485,pmwedmrrl6u,hard,goldfish,2598,b,stimuli/experiment1a/low_A_001.png,low,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,118,2.1.0,201988,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,119,2.1.0,204094,pmwedmrrl6u,hard,goldfish,102,a,stimuli/experiment1a/low_A_001.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,120,2.1.0,204598,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,121,2.1.0,205099,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,122,2.1.0,208170,pmwedmrrl6u,hard,goldfish,1068,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,image-keyboard-response,123,null,209220,pmwedmrrl6u,hard,goldfish,1047,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,124,2.1.0,209881,pmwedmrrl6u,hard,goldfish,660,NA,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,125,2.1.0,210844,pmwedmrrl6u,hard,goldfish,962,NA,<p><strong>TEST BLOCK 4 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,126,2.1.0,211346,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,127,2.1.0,211848,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,128,2.1.0,214972,pmwedmrrl6u,hard,goldfish,1120,a,stimuli/experiment1a/low_A_010.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,129,2.1.0,215474,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,130,2.1.0,215976,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,131,2.1.0,218697,pmwedmrrl6u,hard,goldfish,717,a,stimuli/experiment1a/low_A_000.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,132,2.1.0,219200,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,133,2.1.0,219702,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,134,2.1.0,222781,pmwedmrrl6u,hard,goldfish,1076,b,stimuli/experiment1a/low_B_101.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,135,2.1.0,223284,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,136,2.1.0,223787,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,137,2.1.0,226351,pmwedmrrl6u,hard,goldfish,560,a,stimuli/experiment1a/low_B_110.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,138,2.1.0,226853,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,139,2.1.0,229146,pmwedmrrl6u,hard,goldfish,289,b,stimuli/experiment1a/low_B_110.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,140,2.1.0,229649,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,141,2.1.0,230150,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,142,2.1.0,232875,pmwedmrrl6u,hard,goldfish,721,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,143,2.1.0,233379,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,144,2.1.0,233880,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,145,2.1.0,236264,pmwedmrrl6u,hard,goldfish,380,b,stimuli/experiment1a/low_B_111.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,146,2.1.0,236767,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,147,2.1.0,237269,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,148,2.1.0,240387,pmwedmrrl6u,hard,goldfish,1114,b,stimuli/experiment1a/low_A_001.png,low,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,html-keyboard-response,149,2.1.0,240890,pmwedmrrl6u,hard,goldfish,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
NA,NA,NA,NA,NA,categorize-image,150,2.1.0,242952,pmwedmrrl6u,hard,goldfish,58,a,stimuli/experiment1a/low_A_001.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/pmwedmrrl6u_1772141572407.csv
