success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,participant,rt,response,stimulus,nameability,correct_category,correct,file_name
NA,NA,NA,NA,NA,categorize-image,45,2.1.0,758068,p1902plwm5c,hard2,lemur,931,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,46,2.1.0,758571,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,47,2.1.0,759073,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,48,2.1.0,763196,p1902plwm5c,hard2,lemur,2120,b,stimuli/experiment1a/low_B_110.png,low,A,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,49,2.1.0,763699,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,50,2.1.0,766025,p1902plwm5c,hard2,lemur,322,a,stimuli/experiment1a/low_B_110.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,51,2.1.0,766527,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,52,2.1.0,767030,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,53,2.1.0,769795,p1902plwm5c,hard2,lemur,762,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,54,2.1.0,770298,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,55,2.1.0,770800,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,56,2.1.0,773531,p1902plwm5c,hard2,lemur,728,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,57,2.1.0,774035,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,58,2.1.0,774536,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,59,2.1.0,777139,p1902plwm5c,hard2,lemur,600,b,stimuli/experiment1a/low_A_001.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,60,2.1.0,777641,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,61,2.1.0,778143,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,62,2.1.0,782236,p1902plwm5c,hard2,lemur,2090,a,stimuli/experiment1a/low_B_101.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,image-keyboard-response,63,null,784454,p1902plwm5c,hard2,lemur,2216,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,64,2.1.0,786457,p1902plwm5c,hard2,lemur,null,null,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,65,2.1.0,789935,p1902plwm5c,hard2,lemur,3477,NA,<p><strong>TEST BLOCK 2 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,66,2.1.0,790437,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,67,2.1.0,790939,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,68,2.1.0,795029,p1902plwm5c,hard2,lemur,2086,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,69,2.1.0,795532,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,70,2.1.0,796034,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,71,2.1.0,798592,p1902plwm5c,hard2,lemur,553,a,stimuli/experiment1a/low_B_101.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,72,2.1.0,799095,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,73,2.1.0,799596,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,74,2.1.0,802366,p1902plwm5c,hard2,lemur,766,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,75,2.1.0,802869,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,76,2.1.0,803371,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,77,2.1.0,806443,p1902plwm5c,hard2,lemur,1069,a,stimuli/experiment1a/low_B_110.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,78,2.1.0,806946,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,79,2.1.0,807448,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,80,2.1.0,810072,p1902plwm5c,hard2,lemur,620,b,stimuli/experiment1a/low_A_001.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,81,2.1.0,810575,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,82,2.1.0,811077,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,83,2.1.0,813633,p1902plwm5c,hard2,lemur,552,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,84,2.1.0,814135,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,85,2.1.0,814636,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,86,2.1.0,817134,p1902plwm5c,hard2,lemur,495,a,stimuli/experiment1a/low_A_010.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,87,2.1.0,817635,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,88,2.1.0,819895,p1902plwm5c,hard2,lemur,258,b,stimuli/experiment1a/low_A_010.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,89,2.1.0,820398,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,90,2.1.0,820900,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,91,2.1.0,823524,p1902plwm5c,hard2,lemur,620,a,stimuli/experiment1a/low_A_000.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,92,2.1.0,824027,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,93,2.1.0,826285,p1902plwm5c,hard2,lemur,254,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,image-keyboard-response,94,null,827288,p1902plwm5c,hard2,lemur,1000,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,95,2.1.0,829125,p1902plwm5c,hard2,lemur,1837,a,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,96,2.1.0,830022,p1902plwm5c,hard2,lemur,896,a,<p><strong>TEST BLOCK 3 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,97,2.1.0,830523,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,98,2.1.0,831026,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,99,2.1.0,836488,p1902plwm5c,hard2,lemur,3458,a,stimuli/experiment1a/low_A_010.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,100,2.1.0,836990,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,101,2.1.0,839267,p1902plwm5c,hard2,lemur,273,b,stimuli/experiment1a/low_A_010.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,102,2.1.0,839770,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,103,2.1.0,840272,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,104,2.1.0,843311,p1902plwm5c,hard2,lemur,1035,b,stimuli/experiment1a/low_A_001.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,105,2.1.0,843813,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,106,2.1.0,844315,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,107,2.1.0,846861,p1902plwm5c,hard2,lemur,541,a,stimuli/experiment1a/low_B_101.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,108,2.1.0,847363,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,109,2.1.0,847865,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,110,2.1.0,850609,p1902plwm5c,hard2,lemur,741,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,111,2.1.0,851112,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,112,2.1.0,851615,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,113,2.1.0,854329,p1902plwm5c,hard2,lemur,711,a,stimuli/experiment1a/low_B_110.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,114,2.1.0,854832,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,115,2.1.0,855334,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,116,2.1.0,857923,p1902plwm5c,hard2,lemur,585,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,117,2.1.0,858426,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,118,2.1.0,858927,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,119,2.1.0,861529,p1902plwm5c,hard2,lemur,599,a,stimuli/experiment1a/low_B_111.png,low,A,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,120,2.1.0,862032,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,121,2.1.0,862533,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,122,2.1.0,865199,p1902plwm5c,hard2,lemur,662,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,image-keyboard-response,123,null,866568,p1902plwm5c,hard2,lemur,1365,q,stimuli/experiment_check.webp,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,124,2.1.0,867090,p1902plwm5c,hard2,lemur,521,a,<p>Fluffy blesses you. Good job!</p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,125,2.1.0,867478,p1902plwm5c,hard2,lemur,388,a,<p><strong>TEST BLOCK 4 FINISHED</strong></p><p>Press any key to continue.</p>,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,126,2.1.0,867979,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,127,2.1.0,868482,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,128,2.1.0,872260,p1902plwm5c,hard2,lemur,1774,a,stimuli/experiment1a/low_A_000.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,129,2.1.0,872763,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,130,2.1.0,875024,p1902plwm5c,hard2,lemur,257,b,stimuli/experiment1a/low_A_000.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,131,2.1.0,875527,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,132,2.1.0,876029,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,133,2.1.0,879016,p1902plwm5c,hard2,lemur,984,a,stimuli/experiment1a/low_A_010.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,134,2.1.0,879519,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,135,2.1.0,881811,p1902plwm5c,hard2,lemur,288,b,stimuli/experiment1a/low_A_010.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,136,2.1.0,882314,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,137,2.1.0,882816,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,138,2.1.0,885605,p1902plwm5c,hard2,lemur,785,a,stimuli/experiment1a/low_A_001.png,low,B,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,139,2.1.0,886108,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,categorize-image,140,2.1.0,888462,p1902plwm5c,hard2,lemur,351,b,stimuli/experiment1a/low_A_001.png,low,B,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
NA,NA,NA,NA,NA,html-keyboard-response,141,2.1.0,888965,p1902plwm5c,hard2,lemur,null,null,"<div style=""font-size:60px;"">+</div>",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_nameability/analysis/../data/raw_data/p1902plwm5c_1772139713639.csv
